"","V1","V2"
"4639","ehrgeizigstem","0.2076"
"4640","ehrlicherer","0.1212"
"4641","ehrlichste","0.1212"
"4642","ehrlicheres","0.1212"
"4643","ehrliche","0.1212"
"4644","ehrlichster","0.1212"
"4645","ehrlicheren","0.1212"
"4646","ehrlichstem","0.1212"
"4647","ehrlichsten","0.1212"
"4648","ehrlicherem","0.1212"
"4649","ehrlichst","0.1212"
"4650","ehrlichere","0.1212"
"4651","ehrlichstes","0.1212"
"4652","ehrlichen","0.1212"
"4653","ehrlichem","0.1212"
"4654","ehrlicher","0.1212"
"4655","ehrliches","0.1212"
"4656","ehrwürdigst","0.004"
"4657","ehrwürdigste","0.004"
"4658","ehrwürdigstem","0.004"
"4659","ehrwürdigen","0.004"
"4660","ehrwürdigsten","0.004"
"4661","ehrwürdigem","0.004"
"4662","ehrwürdigere","0.004"
"4663","ehrwürdige","0.004"
"4664","ehrwürdiges","0.004"
"4665","ehrwürdigster","0.004"
"4666","ehrwürdigstes","0.004"
"4667","ehrwürdiger","0.004"
"4668","ehrwürdigerer","0.004"
"4669","ehrwürdigeres","0.004"
"4670","ehrwürdigeren","0.004"
"4671","ehrwürdigerem","0.004"
"4672","eifert","0.004"
"4673","eifere","0.004"
"4674","eiferen","0.004"
"4675","geeifert","0.004"
"4676","eifertet","0.004"
"4677","eifertest","0.004"
"4678","eiferte","0.004"
"4679","eifer","0.004"
"4680","eiferst","0.004"
"4681","eiferten","0.004"
"4682","eifrigere","0.004"
"4683","eifrigst","0.004"
"4684","eifrigstem","0.004"
"4685","eifrigster","0.004"
"4686","eifrigstes","0.004"
"4687","eifrigste","0.004"
"4688","eifrigsten","0.004"
"4689","eifriges","0.004"
"4690","eifriger","0.004"
"4691","eifrigeres","0.004"
"4692","eifrigerer","0.004"
"4693","eifrige","0.004"
"4694","eifrigen","0.004"
"4695","eifrigem","0.004"
"4696","eifrigeren","0.004"
"4697","eifrigerem","0.004"
"4698","eigne","0.1006"
"4699","eignetet","0.1006"
"4700","eignten","0.1006"
"4701","eigntest","0.1006"
"4702","eignte","0.1006"
"4703","eigntet","0.1006"
"4704","eignest","0.1006"
"4705","eigneten","0.1006"
"4706","eign","0.1006"
"4707","eignet","0.1006"
"4708","eignetest","0.1006"
"4709","eignete","0.1006"
"4710","geeignet","0.1006"
"4711","eindeutigeres","0.004"
"4712","eindeutigerer","0.004"
"4713","eindeutigsten","0.004"
"4714","eindeutigstem","0.004"
"4715","eindeutigstes","0.004"
"4716","eindeutigster","0.004"
"4717","eindeutiges","0.004"
"4718","eindeutiger","0.004"
"4719","eindeutigen","0.004"
"4720","eindeutigste","0.004"
"4721","eindeutigem","0.004"
"4722","eindeutigst","0.004"
"4723","eindeutigerem","0.004"
"4724","eindeutige","0.004"
"4725","eindeutigeren","0.004"
"4726","eindeutigere","0.004"
"4727","eindrucksvollerer","0.3001"
"4728","eindrucksvolleres","0.3001"
"4729","eindrucksvollere","0.3001"
"4730","eindrucksvollster","0.3001"
"4731","eindrucksvollen","0.3001"
"4732","eindrucksvollstes","0.3001"
"4733","eindrucksvolles","0.3001"
"4734","eindrucksvollstem","0.3001"
"4735","eindrucksvollsten","0.3001"
"4736","eindrucksvoller","0.3001"
"4737","eindrucksvollem","0.3001"
"4738","eindrucksvollst","0.3001"
"4739","eindrucksvollste","0.3001"
"4740","eindrucksvolle","0.3001"
"4741","eindrucksvollerem","0.3001"
"4742","eindrucksvolleren","0.3001"
"4743","einfache","0.004"
"4744","einfachstem","0.004"
"4745","einfachsten","0.004"
"4746","einfachster","0.004"
"4747","einfachstes","0.004"
"4748","einfacherem","0.004"
"4749","einfachst","0.004"
"4750","einfachste","0.004"
"4751","einfacheren","0.004"
"4752","einfacheres","0.004"
"4753","einfaches","0.004"
"4754","einfacherer","0.004"
"4755","einfacher","0.004"
"4756","einfachere","0.004"
"4757","einfachem","0.004"
"4758","einfachen","0.004"
"4759","einfallsreichsten","0.2031"
"4760","einfallsreichstem","0.2031"
"4761","einfallsreiches","0.2031"
"4762","einfallsreicher","0.2031"
"4763","einfallsreichster","0.2031"
"4764","einfallsreichem","0.2031"
"4765","einfallsreichen","0.2031"
"4766","einfallsreichere","0.2031"
"4767","einfallsreichst","0.2031"
"4768","einfallsreiche","0.2031"
"4769","einfallsreichstes","0.2031"
"4770","einfallsreicherer","0.2031"
"4771","einfallsreicheren","0.2031"
"4772","einfallsreicherem","0.2031"
"4773","einfallsreichste","0.2031"
"4774","einfallsreicheres","0.2031"
"4775","einflußreicheren","0.004"
"4776","einflußreichstem","0.004"
"4777","einflußreichsten","0.004"
"4778","einflußreicherem","0.004"
"4779","einflußreichster","0.004"
"4780","einflußreiche","0.004"
"4781","einflußreichere","0.004"
"4782","einflußreicheres","0.004"
"4783","einflußreicherer","0.004"
"4784","einflußreichem","0.004"
"4785","einflußreichen","0.004"
"4786","einflußreichste","0.004"
"4787","einflußreiches","0.004"
"4788","einflußreicher","0.004"
"4789","einflußreichst","0.004"
"4790","einflußreichstes","0.004"
"4791","einheitlichste","0.004"
"4792","einheitliches","0.004"
"4793","einheitlichst","0.004"
"4794","einheitlichsten","0.004"
"4795","einheitlicheres","0.004"
"4796","einheitlichstem","0.004"
"4797","einheitlicher","0.004"
"4798","einheitlicherer","0.004"
"4799","einheitlicherem","0.004"
"4800","einheitliche","0.004"
"4801","einheitlicheren","0.004"
"4802","einheitlichere","0.004"
"4803","einheitlichster","0.004"
"4804","einheitlichstes","0.004"
"4805","einheitlichem","0.004"
"4806","einheitlichen","0.004"
"4807","einkaufest","0.2249"
"4808","einkauftet","0.2249"
"4809","eingekauft","0.2249"
"4810","einkaufet","0.2249"
"4811","einkaufe","0.2249"
"4812","einkaufst","0.2249"
"4813","einkauftest","0.2249"
"4814","einkaufte","0.2249"
"4815","einkauf","0.2249"
"4816","einkauft","0.2249"
"4817","einkauften","0.2249"
"4818","einmaligere","0.3137"
"4819","einmaligeren","0.3137"
"4820","einmaligerem","0.3137"
"4821","einmaligerer","0.3137"
"4822","einmaligeres","0.3137"
"4823","einmaligstem","0.3137"
"4824","einmaligen","0.3137"
"4825","einmaligsten","0.3137"
"4826","einmaligem","0.3137"
"4827","einmaligst","0.3137"
"4828","einmaligste","0.3137"
"4829","einmalige","0.3137"
"4830","einmaliges","0.3137"
"4831","einmaligstes","0.3137"
"4832","einmaliger","0.3137"
"4833","einmaligster","0.3137"
"4834","einspar","0.004"
"4835","einsparten","0.004"
"4836","einsparet","0.004"
"4837","einspart","0.004"
"4838","einspare","0.004"
"4839","einsparst","0.004"
"4840","einsparest","0.004"
"4841","einspartest","0.004"
"4842","einsparte","0.004"
"4843","einspartet","0.004"
"4844","eingespart","0.004"
"4845","einträglichster","0.004"
"4846","einträglichstes","0.004"
"4847","einträgliche","0.004"
"4848","einträglichst","0.004"
"4849","einträglichstem","0.004"
"4850","einträglichsten","0.004"
"4851","einträglichere","0.004"
"4852","einträglichste","0.004"
"4853","einträglicherer","0.004"
"4854","einträglichen","0.004"
"4855","einträglichem","0.004"
"4856","einträglicheren","0.004"
"4857","einträglicherem","0.004"
"4858","einträgliches","0.004"
"4859","einträglicher","0.004"
"4860","einträglicheres","0.004"
"4861","einwandfreiem","0.0949"
"4862","einwandfreierer","0.0949"
"4863","einwandfreien","0.0949"
"4864","einwandfreieres","0.0949"
"4865","einwandfreiste","0.0949"
"4866","einwandfreieren","0.0949"
"4867","einwandfreier","0.0949"
"4868","einwandfreie","0.0949"
"4869","einwandfreies","0.0949"
"4870","einwandfreieste","0.0949"
"4871","einwandfreiere","0.0949"
"4872","einwandfreisten","0.0949"
"4873","einwandfreiester","0.0949"
"4874","einwandfreiest","0.0949"
"4875","einwandfreiestes","0.0949"
"4876","einwandfreistem","0.0949"
"4877","einwandfreist","0.0949"
"4878","einwandfreierem","0.0949"
"4879","einwandfreistes","0.0949"
"4880","einwandfreiestem","0.0949"
"4881","einwandfreister","0.0949"
"4882","einwandfreiesten","0.0949"
"4883","einzigartigstes","0.3078"
"4884","einzigartigster","0.3078"
"4885","einzigartigerer","0.3078"
"4886","einzigartigste","0.3078"
"4887","einzigartiger","0.3078"
"4888","einzigartigeres","0.3078"
"4889","einzigartiges","0.3078"
"4890","einzigartigeren","0.3078"
"4891","einzigartigerem","0.3078"
"4892","einzigartigem","0.3078"
"4893","einzigartigere","0.3078"
"4894","einzigartigen","0.3078"
"4895","einzigartige","0.3078"
"4896","einzigartigsten","0.3078"
"4897","einzigartigst","0.3078"
"4898","einzigartigstem","0.3078"
"4899","eleganteren","0.2115"
"4900","eleganter","0.2115"
"4901","elegantes","0.2115"
"4902","eleganterem","0.2115"
"4903","elegantest","0.2115"
"4904","elegantere","0.2115"
"4905","elegantesten","0.2115"
"4906","elegantestem","0.2115"
"4907","elegantestes","0.2115"
"4908","elegantester","0.2115"
"4909","elegante","0.2115"
"4910","elegantem","0.2115"
"4911","eleganterer","0.2115"
"4912","eleganteste","0.2115"
"4913","eleganten","0.2115"
"4914","eleganteres","0.2115"
"4915","empathischste","0.004"
"4916","empathischsten","0.004"
"4917","empathischstem","0.004"
"4918","empathischstes","0.004"
"4919","empathischeres","0.004"
"4920","empathischster","0.004"
"4921","empathischerer","0.004"
"4922","empathischeren","0.004"
"4923","empathischerem","0.004"
"4924","empathischer","0.004"
"4925","empathischst","0.004"
"4926","empathisches","0.004"
"4927","empathischen","0.004"
"4928","empathischere","0.004"
"4929","empathische","0.004"
"4930","empathischem","0.004"
"4931","empfehlenswerteres","0.093"
"4932","empfehlenswerterer","0.093"
"4933","empfehlenswerteren","0.093"
"4934","empfehlenswerterem","0.093"
"4935","empfehlenswertest","0.093"
"4936","empfehlenswertestem","0.093"
"4937","empfehlenswertestes","0.093"
"4938","empfehlenswertester","0.093"
"4939","empfehlenswerte","0.093"
"4940","empfehlenswertere","0.093"
"4941","empfehlenswertesten","0.093"
"4942","empfehlenswertem","0.093"
"4943","empfehlenswerten","0.093"
"4944","empfehlenswerter","0.093"
"4945","empfehlenswerteste","0.093"
"4946","empfehlenswertes","0.093"
"4947","energische","0.004"
"4948","energischstes","0.004"
"4949","energischer","0.004"
"4950","energischster","0.004"
"4951","energischere","0.004"
"4952","energisches","0.004"
"4953","energischen","0.004"
"4954","energischst","0.004"
"4955","energischsten","0.004"
"4956","energischem","0.004"
"4957","energischstem","0.004"
"4958","energischerem","0.004"
"4959","energischeren","0.004"
"4960","energischste","0.004"
"4961","energischeres","0.004"
"4962","energischerer","0.004"
"4963","engagiertet","0.004"
"4964","engagierst","0.004"
"4965","engagierte","0.004"
"4966","engagieret","0.004"
"4967","engagierest","0.004"
"4968","engagierten","0.004"
"4969","engagiertest","0.004"
"4970","engagiere","0.004"
"4971","engagier","0.004"
"4972","engagiert","0.004"
"4973","engagierteste","0.0869"
"4974","engagiertes","0.0869"
"4975","engagierte","0.0869"
"4976","engagiertest","0.0869"
"4977","engagiertestem","0.0869"
"4978","engagiertesten","0.0869"
"4979","engagiertestes","0.0869"
"4980","engagiertester","0.0869"
"4981","engagierteren","0.0869"
"4982","engagierteres","0.0869"
"4983","engagierterer","0.0869"
"4984","engagierten","0.0869"
"4985","engagiertem","0.0869"
"4986","engagiertere","0.0869"
"4987","engagierter","0.0869"
"4988","engagierterem","0.0869"
"4989","enormstes","0.0898"
"4990","enormere","0.0898"
"4991","enorme","0.0898"
"4992","enormen","0.0898"
"4993","enormem","0.0898"
"4994","enormes","0.0898"
"4995","enormer","0.0898"
"4996","enormste","0.0898"
"4997","enormerem","0.0898"
"4998","enormeren","0.0898"
"4999","enormstem","0.0898"
"5000","enormsten","0.0898"
"5001","enormerer","0.0898"
"5002","enormeres","0.0898"
"5003","enormst","0.0898"
"5004","enormster","0.0898"
"5005","enthusiastischem","0.004"
"5006","enthusiastischen","0.004"
"5007","enthusiastischstem","0.004"
"5008","enthusiastischsten","0.004"
"5009","enthusiastischstes","0.004"
"5010","enthusiastischster","0.004"
"5011","enthusiastischst","0.004"
"5012","enthusiastischere","0.004"
"5013","enthusiastische","0.004"
"5014","enthusiastischerer","0.004"
"5015","enthusiastischste","0.004"
"5016","enthusiastischer","0.004"
"5017","enthusiastischeres","0.004"
"5018","enthusiastisches","0.004"
"5019","enthusiastischerem","0.004"
"5020","enthusiastischeren","0.004"
"5021","entlasttest","0.004"
"5022","entlastetest","0.004"
"5023","entlastte","0.004"
"5024","entlastet","0.004"
"5025","entlasttet","0.004"
"5026","entlastten","0.004"
"5027","entlastetet","0.004"
"5028","entlaste","0.004"
"5029","entlastest","0.004"
"5030","entlasteten","0.004"
"5031","entlastete","0.004"
"5032","entlast","0.004"
"5033","enträtsle","0.004"
"5034","enträtselt","0.004"
"5035","enträtsele","0.004"
"5036","enträtseltest","0.004"
"5037","enträtsel","0.004"
"5038","enträtseltet","0.004"
"5039","enträtselten","0.004"
"5040","enträtselst","0.004"
"5041","enträtsl","0.004"
"5042","enträtselte","0.004"
"5043","enträtselen","0.004"
"5044","entschlossenstem","0.004"
"5045","entschlossensten","0.004"
"5046","entschlossene","0.004"
"5047","entschlossenerer","0.004"
"5048","entschlossenster","0.004"
"5049","entschlossenere","0.004"
"5050","entschlosseneres","0.004"
"5051","entschlossenst","0.004"
"5052","entschlossner","0.004"
"5053","entschlossenem","0.004"
"5054","entschlossenstes","0.004"
"5055","entschlossenen","0.004"
"5056","entschlossener","0.004"
"5057","entschlossenes","0.004"
"5058","entschlossnerem","0.004"
"5059","entschlossnere","0.004"
"5060","entschlossneren","0.004"
"5061","entschlossnerer","0.004"
"5062","entschlossenste","0.004"
"5063","entschlossneres","0.004"
"5064","entschlosseneren","0.004"
"5065","entschlossenerem","0.004"
"5066","entschlüssele","0.004"
"5067","entschlüsselt","0.004"
"5068","entschlüsseltest","0.004"
"5069","entschlüssel","0.004"
"5070","entschlüsselten","0.004"
"5071","entschlüsseltet","0.004"
"5072","entschlüssl","0.004"
"5073","entschlüsselst","0.004"
"5074","entschlüsselen","0.004"
"5075","entschlüsselte","0.004"
"5076","entschlüssle","0.004"
"5077","entspannet","0.2406"
"5078","entspanntet","0.2406"
"5079","entspannst","0.2406"
"5080","entspannte","0.2406"
"5081","entspann","0.2406"
"5082","entspannten","0.2406"
"5083","entspannest","0.2406"
"5084","entspanne","0.2406"
"5085","entspanntest","0.2406"
"5086","entspannt","0.2406"
"5087","entwirrtest","0.004"
"5088","entwirrten","0.004"
"5089","entwirrest","0.004"
"5090","entwirrtet","0.004"
"5091","entwirre","0.004"
"5092","entwirrt","0.004"
"5093","entwirrst","0.004"
"5094","entwirret","0.004"
"5095","entwirr","0.004"
"5096","entwirrte","0.004"
"5097","entzückendstem","0.0844"
"5098","entzückenderem","0.0844"
"5099","entzückenderen","0.0844"
"5100","entzückendste","0.0844"
"5101","entzückender","0.0844"
"5102","entzückendes","0.0844"
"5103","entzückende","0.0844"
"5104","entzückenden","0.0844"
"5105","entzückendem","0.0844"
"5106","entzückendstes","0.0844"
"5107","entzückendster","0.0844"
"5108","entzückenderes","0.0844"
"5109","entzückendst","0.0844"
"5110","entzückendsten","0.0844"
"5111","entzückendere","0.0844"
"5112","entzückenderer","0.0844"
"5113","epochalem","0.004"
"5114","epochalere","0.004"
"5115","epochalen","0.004"
"5116","epochalster","0.004"
"5117","epochalstes","0.004"
"5118","epochaleres","0.004"
"5119","epochalerer","0.004"
"5120","epochalerem","0.004"
"5121","epochalste","0.004"
"5122","epochaleren","0.004"
"5123","epochale","0.004"
"5124","epochalst","0.004"
"5125","epochalsten","0.004"
"5126","epochales","0.004"
"5127","epochaler","0.004"
"5128","epochalstem","0.004"
"5129","erarbeitest","0.004"
"5130","erarbeitetest","0.004"
"5131","erarbeiteten","0.004"
"5132","erarbeittest","0.004"
"5133","erarbeite","0.004"
"5134","erarbeit","0.004"
"5135","erarbeitete","0.004"
"5136","erarbeittet","0.004"
"5137","erarbeitte","0.004"
"5138","erarbeitet","0.004"
"5139","erarbeitetet","0.004"
"5140","erarbeitten","0.004"
"5141","erbst","0.004"
"5142","geerbt","0.004"
"5143","erbt","0.004"
"5144","erbest","0.004"
"5145","erbe","0.004"
"5146","erbten","0.004"
"5147","erb","0.004"
"5148","erbtet","0.004"
"5149","erbtest","0.004"
"5150","erbet","0.004"
"5151","erbte","0.004"
"5152","erfahrenst","0.0927"
"5153","erfahrenere","0.0927"
"5154","erfahrensten","0.0927"
"5155","erfahrenstem","0.0927"
"5156","erfahrneren","0.0927"
"5157","erfahrenstes","0.0927"
"5158","erfahrnerem","0.0927"
"5159","erfahrenster","0.0927"
"5160","erfahrnere","0.0927"
"5161","erfahrneres","0.0927"
"5162","erfahrnerer","0.0927"
"5163","erfahrner","0.0927"
"5164","erfahrenes","0.0927"
"5165","erfahrener","0.0927"
"5166","erfahrenerer","0.0927"
"5167","erfahrene","0.0927"
"5168","erfahrenem","0.0927"
"5169","erfahreneres","0.0927"
"5170","erfahrenerem","0.0927"
"5171","erfahrenen","0.0927"
"5172","erfahreneren","0.0927"
"5173","erfahrenste","0.0927"
"5174","erfolgreichstem","0.2193"
"5175","erfolgreicheres","0.2193"
"5176","erfolgreichste","0.2193"
"5177","erfolgreicherer","0.2193"
"5178","erfolgreicherem","0.2193"
"5179","erfolgreiches","0.2193"
"5180","erfolgreichsten","0.2193"
"5181","erfolgreicheren","0.2193"
"5182","erfolgreicher","0.2193"
"5183","erfolgreichstes","0.2193"
"5184","erfolgreichster","0.2193"
"5185","erfolgreichst","0.2193"
"5186","erfolgreichem","0.2193"
"5187","erfolgreichen","0.2193"
"5188","erfolgreiche","0.2193"
"5189","erfolgreichere","0.2193"
"5190","erfreutest","0.2112"
"5191","erfreuten","0.2112"
"5192","erfreu","0.2112"
"5193","erfreutet","0.2112"
"5194","erfreut","0.2112"
"5195","erfreute","0.2112"
"5196","erfreust","0.2112"
"5197","erfreuet","0.2112"
"5198","erfreuest","0.2112"
"5199","erfreue","0.2112"
"5200","erfreulicher","0.2197"
"5201","erfreulicherem","0.2197"
"5202","erfreulicheren","0.2197"
"5203","erfreuliches","0.2197"
"5204","erfreulichsten","0.2197"
"5205","erfreulicherer","0.2197"
"5206","erfreulichste","0.2197"
"5207","erfreulichstem","0.2197"
"5208","erfreulicheres","0.2197"
"5209","erfreulichster","0.2197"
"5210","erfreuliche","0.2197"
"5211","erfreulichstes","0.2197"
"5212","erfreulichem","0.2197"
"5213","erfreulichen","0.2197"
"5214","erfreulichst","0.2197"
"5215","erfreulichere","0.2197"
"5216","erfüllten","0.004"
"5217","erfüllest","0.004"
"5218","erfüllte","0.004"
"5219","erfüllst","0.004"
"5220","erfüllet","0.004"
"5221","erfülltet","0.004"
"5222","erfülle","0.004"
"5223","erfüll","0.004"
"5224","erfülltest","0.004"
"5225","erfüllt","0.004"
"5226","ergebnisreichst","0.004"
"5227","ergebnisreicherem","0.004"
"5228","ergebnisreichstem","0.004"
"5229","ergebnisreichsten","0.004"
"5230","ergebnisreiches","0.004"
"5231","ergebnisreichstes","0.004"
"5232","ergebnisreicher","0.004"
"5233","ergebnisreichster","0.004"
"5234","ergebnisreichste","0.004"
